,change,date,game
813," Fixed an exploit that could allow you to drop items from illusions and sell them  Fixed Illusions not giving proper kill credit  Fixed ingame match ready sound not working  Fixed each Astral Imprisonment instance refreshing the duration instead of stacking independently  Fixed subsequent Astral Imprisonment casts on the same target not increasing your mana pool (as a result of bonus int, only your damage was increasing)  Fixed Astral Imprisonment bonus intelligence disappearing once the target dies  Fixed Speed Burst canceling Transfer Items  Fixed Picking and Randoming not having different gold penalties when using Repick  Fixed Astral Imprisonment counter from being dispelled/forgotten  Fixed Voodoo Restoration toggle proccing Essense Aura (could exploit to go to full mana)  Fixed Fatal Bonds hitting invis or fogged units  Fixed Mekansm not healing you if it activated right after you come out of Astral Imprisonment  Fixed issue where playing an AP game after a SD game could not refresh the hero picker and would cause only 3 heroes to look available.  Fixed some spectator bugs  Fixed join chat channel UI being unclickable  Fixed lobby server region settings getting cut off and not showing all the available locations  Fixed Sanity's eclipse not hitting a unit that is affected by Astral Imprisonment  Fixed alt-<key> not unbinding correctly and causing problems  Fixed dragging an item from the courier to a hero's inventory not combining an item properly",2012-02-17,dota2
814," Added  Outworld Devourer!  Added new game mode: Single Draft.  Added querying of dead units. This lets you click allied portraits in the top bar to inspect their items and skills, even when they're dead.  Queued move commands show a waypoint flag briefly.  Added new settings panel.  Matchmaking displays average wait time for each region.  New interface for finding lobbies.  New Matchmaking panel.  Players can chat and use voice communications while the game is paused.  Added game mode (AP, SD, CM) selection for matchmaking.  You can now find replays by MatchID from the Watch panel.  Added Grid Mode to the Shop.  Added Repick functionality to the hero picking panel (costs 100 gold to repick, lets you select a hero again).  Implemented ""Suggest invite to party"" menu option.  You can now see which heroes your allies are about to pick.  Added Steam avatars in the scoreboard.  Added the ability to jump to any position in a replay.   Alchemist
 Fixed Goblin's Greed's interaction with Aegis.  Fixed Goblin's Greed's interaction with Aegis.   Ancient Apparition
 Fixed Ice Blast's secondary ability not firing off when you die.  Fixed Ice Blast's secondary ability not firing off when you die.   Axe
 Fixed Battle Hunger self buff sticking on Axe permanently if the spell was dodged by Puck's Phase Shift.  Fixed Battle Hunger self buff sticking on Axe permanently if the spell was dodged by Puck's Phase Shift.   Batrider
 Fixed Flamming Lasso being interrupted by an enemy Force Staff.
 Fixed turn rate.
 Fixed Firefly having a cast time.
 Added stack counter effect for your team when using Sticky Napalm.  Fixed Flamming Lasso being interrupted by an enemy Force Staff.  Fixed turn rate.  Fixed Firefly having a cast time.  Added stack counter effect for your team when using Sticky Napalm.   Clinkz
 Fixed not being able to cast Searing Arrows manually on buildings.
 Fixed Death Pact not being castable on Magic Immune units.
 Fixed Searing Arrows autocast working while silenced/doomed.
 Fixed Searing Arrows bonus damage being treated as a separate damage instance (it could get reduced twice by stout shield).
 Fixed Death Pact being purgeable.  Fixed not being able to cast Searing Arrows manually on buildings.  Fixed Death Pact not being castable on Magic Immune units.  Fixed Searing Arrows autocast working while silenced/doomed.  Fixed Searing Arrows bonus damage being treated as a separate damage instance (it could get reduced twice by stout shield).  Fixed Death Pact being purgeable.   Clockwerk
 Fixed Hookshot failing if he is infested by Lifestealer.  Fixed Hookshot failing if he is infested by Lifestealer.   Dark Seer
 Fixed Vacuum continuously pulling new units in the aoe for a period of time after initial cast.
 Fixed Vacuum disable/pull duration lasting too long.  Fixed Vacuum continuously pulling new units in the aoe for a period of time after initial cast.  Fixed Vacuum disable/pull duration lasting too long.   Doom
 Fixed Devour not working when eating a converted neutral creep.  Fixed Devour not working when eating a converted neutral creep.   Dragon Knight
 Fixed Elder Dragon Form Frost Breath slowing units while Doomed.  Fixed Elder Dragon Form Frost Breath slowing units while Doomed.   Huskar
 Fixed Life Break partially ignoring Linken's Sphere.
 Fixed Life Break continuing to follow a target that teleported away.  Fixed Life Break partially ignoring Linken's Sphere.  Fixed Life Break continuing to follow a target that teleported away.   Invoker
 Fixed Invoke not dispelling Curse of the Silent.
 Fixed Cold Snap triggering on self damage.
 Fixed Tornado dispelling various buffs it shouldn't (like Wind Walk)  Fixed Invoke not dispelling Curse of the Silent.  Fixed Cold Snap triggering on self damage.  Fixed Tornado dispelling various buffs it shouldn't (like Wind Walk)   Kunkka
 Fixed X Marks The Spot being purged by Tornado/Diffusal.  Fixed X Marks The Spot being purged by Tornado/Diffusal.   Lich
 Fixed Chain Frost having a chance to end prematurely near fog of war edges.
 Fixed a recent bug where chainfrost wouldn't choose a magic immune target to bounce to.
 Fixed Chain Frost deciding late as to which unit it will bounce to next (it would decide after its bounce delay, instead of before)  Fixed Chain Frost having a chance to end prematurely near fog of war edges.  Fixed a recent bug where chainfrost wouldn't choose a magic immune target to bounce to.  Fixed Chain Frost deciding late as to which unit it will bounce to next (it would decide after its bounce delay, instead of before)   Mirana
 Fixed Leap being canceled if Mirana got purged during it.  Fixed Leap being canceled if Mirana got purged during it.   Nature's Prophet
 Double clicking Teleportation will cast it at the fountain.  Double clicking Teleportation will cast it at the fountain.   Omniknight
 Fixed Repel causing Spirit Breaker to be unable to cancel his Charge of Darkness.  Fixed Repel causing Spirit Breaker to be unable to cancel his Charge of Darkness.   Puck
 Fixed Phase Shift sometimes not dodging incoming attack projectiles.
 Fixed some types of spells (like EMP) from causing damage when already Phase Shifted.  Fixed Phase Shift sometimes not dodging incoming attack projectiles.  Fixed some types of spells (like EMP) from causing damage when already Phase Shifted.   Silencer
 Added intelligence steal counter to Last Word aura.  Added intelligence steal counter to Last Word aura.   Slardar
 Fixed Slithereen Crush's physical damage not hurting Magic Immune units.  Fixed Slithereen Crush's physical damage not hurting Magic Immune units.   Sniper
 Fixed Headshot bonus proc damage working against Towers and Buildings.
 Fixed Headshot working while Doomed.  Fixed Headshot bonus proc damage working against Towers and Buildings.  Fixed Headshot working while Doomed.   Spectre
 Fixed Haunt not working properly after a disconnect.
 Fixed Reality clearing Curse of the Silent and triggering Magic Stick.  Fixed Haunt not working properly after a disconnect.  Fixed Reality clearing Curse of the Silent and triggering Magic Stick.   Ursa
 Fixed Fury Swipes working while Doomed.
 Fixed Fury Swipes working on allied units.  Fixed Fury Swipes working while Doomed.  Fixed Fury Swipes working on allied units.   Viper
 Fixed Poison Attack damage being lethal.  Fixed Poison Attack damage being lethal.   Witch Doctor
 Fixed Paralyzing Casks deciding late as to which unit it will bounce to next (it would decide after its bounce delay, instead of before)  Fixed Paralyzing Casks deciding late as to which unit it will bounce to next (it would decide after its bounce delay, instead of before)   Zeus
 Fixed Lightning Bolt's aoe truesight not revealing wards.  Fixed Lightning Bolt's aoe truesight not revealing wards.  Added Clinkz to Captain's Mode  Fixed ranged creep moving in front of the rest on the bottom dire lane  Fixed collision sizes on Barracks and Filler buildings  Ring of Aquila, Ring of Basilius, and Radiance no longer flip their toggle if their aura was toggled off when their owner dies.  Fixed Boots of Travel not selecting dominated units.  Fixed sweet exploit where you could buy a nice juicy passive item, give it to another friendly hero, have that hero die and upon respawn the passive effects of the item would be granted -- Desolator would start desolating, butterfly would start buttering, etc.  Items now expire their sellback time when their owner dies.  Fixed Roshan not respawning at the correct time if he was killed before creep spawn.  Fixed Bounty Hunter and Clinkz's invisibility getting dispelled by Tornado.  Fixed Blade Mail being able to reflect damage from allies/self (causing suicide).  Trees are now temporarily prevented from respawning if there are any player-controlled units whose collision are within 250 units of the center of the tree.  Fixed unit targeting behavior being bugged for the following abilities: Carrion Swarm, Dragon Slave, Breathe Fire.  Fixed courier getting stuck if it received deliver orders from multiple players.  Fixed Blade Mail being dispellable.  Fixed shop item stock not depleting when purchasing items with a full inventory and stash.  Fixed being able to refresh allied items with Tinker's ultimate.  Fixed an exploit possible that could allow a small portion of abilities to be used while stunned .  Fixed a rare bug where you would sometimes attack an unexpected unit when attempting to last-hit by spamming stop with auto-attack turned on.  Shift+Hero Select now toggles selection of the hero from the current selection if multiple units are selected.  Fixed dead heroes being selected when using control groups.  Fixed bug where the camera would reposition itself when drawing lines on minimap.  Blink Dagger now blinks in the direction your mouse is in when you double click it.  Fixed a rare bug where an item could be deleted upon delivery from the courier.  Fixed a rare bug with legacy keys that could cause your hotkeys to get changed when querying an enemy.  Purchasing a whole item now gathers owned items from the team's couriers when calculating what to buy.  Fixed accidentally selecting units when moving your camera around in camera drag mode.  Fixed not being able to drop an item from the stash if it is owned by another player.  Double clicking the ""Select All Other Units"" hotkey will now move the camera to the location of the units rather than adding your hero to the selection.  Browse practice lobbies your friends have created or joined.  Improved readabilty of hero names in minimap.  Changed Hero Highlighter visuals.  Removed some elements in the minimap texture that would cause confusion with creeps.  Fixed controlled units not showing the color of the player controlling them in the minimap.  Updated Day/Night indicator  Pause is now correctly delayed for spectators.  Fixed inventory not updating the state of items if the slot and item matched between querying different units.  Added a subtitle in the inventory item tooltip indicating if an item's aura is active or not.  Added inactive image for Radiance.  Fixed matchID not showing up on end scores.  The topbar timer is no longer reset when the game ends.  Added game settings option for the hero finder when holding alt down  Added game settings option for the minimap hero icons (shows hero text names when turned off)  Added game settings option for the HP numbers above your hero's in world HP Bar  Fixed long cooldown labels being truncated in item tooltips.  Fixed cooldown and mana cost not showing properly in dashboard item tooltips.  Quick buy item tooltips are no longer estranged from their arrow.  Autocast state is no longer shown for enemy abilities.  Added visual feedback when moving a hero via the minimap.  Added ""This game is safe to leave"" message on the matchmaking status page practice lobbies or matchmade games with a leaver detected.  Your own row is now highlighted on the game end scoreboard.  When a player is banned, everyone who reported them since their last ban receives a message when they next login informing them that justice has been served.  Your friends list is now sorted alphabetically.  Pinging an enemy now places the ping on them for a short time.  Mana cost and cooldown fields in the ability tooltips now reflect the current state of the ability (they take into account Death Prophet's Witchcraft, Aghanim's changes, etc).  Added cooldown timers to shop items that are out of stock in grid mode.  Items from different owners that would stack (e.g. wards) no longer stack in the courier's inventory.  Fixed client-side modifier durations so that the icon sweep displays correctly when entering and exiting FoW.  Fixed bug where there would be a brief flash of the full-duration border on a modifier as it expired.  Combat log fixes/changes:  It now specifies whether units are illusions or not for all events.  Heals now track and specify the healing unit.  The end-of-game combat summary now counts neither illusions nor self-damage.  Damage done by units under a hero's control are now credited to their hero in the combatlog and end-of-game summary.  Mousing over each server location will show you the name, whether you're searching in that region or not, and an estimated wait time.  Redesigned the setting panel to allow for more keybindings and options. You may need to rebind your keys.  Updated all the keybindings to take advantage of the new settings panel.  Added spectator keybinds.  New key input code for spectator and alt-keys.  Spectator and alt-keys now handle + binds correctly.  Del, backspace, and backquote/tilde are now bindalbe (ie. console is bindable)  Added courier, neutral and hero specific ability binds.  Spectators now correctly get all active buffs and debuffs on heroes when joining a game in progress.  The replay format has changed and old replays are no longer viewable.  Your own private games are now displayed in your match history.  Added effect for Phase Boots and Fiery Soul.  Made Dark Seer's illusion effect more differentiated from a normal illusion effect.  Made all known illusions draw with a creep style healthbar. This does not affect enemy illusions, but does apply to Dark Seer's Wall of Replica illusions.  Crystal Maiden illusions will no longer play her custom death anim.  Heroes now flail while getting force staffed.  Fixed the item combine sound playing to you when other players combine their items on your courier.  Added rival death-taunts and other miscellaneous lines to flesh out dialog set for Juggernaut and Sven.  Revised how and when bots decide to push lanes, defend lanes, and farm.  Temporarily disabled late game team roaming. It will be back!  Fixed bug where bot code would cause buyback of human players when playing with bot teammates.  Made bots more aware of ganks that were happening near them.  Increased the strength of human pings, and in general made them last longer.  Fixed bug where bots weren't going back to base to fetch their TP scrolls, even when they had nothing better to do.  Made bots less likely to wander across the map just to hit the side shop.  Fixed bug where bots would buy superfluous flying courier items.  Fixed bots ignoring siege engines when farming a lane.  Fixed bots being standoffish to their own creeps.  Fixed bug that was causing bots to not attack the lowest-health creep when farming a lane.  When fleeing an enemy hero, bots will no longer immediately forget about the enemy the instant they lose sight of them.  Made bots more likely to defend structures closer to their base, particularly barracks and their ancient.  Fixed a case where bots were getting preoccupied with creeps when defending their base.   Death Prophet
 Exorcism spirits movement speed from 400 to 500
 Exorcism spirits damage from 35-40 to 43-48  Exorcism spirits movement speed from 400 to 500  Exorcism spirits damage from 35-40 to 43-48  Updated  Windranger's hero selection portrait.   Omniknight has a new run animation.   Omniknight now holds and swings his hammer with both hands.   Pudge has a new animation upon getting a kill.   Tiny received two new animations when holding a tree.   Warlock has a new alternate attack animation.  The following heroes received injured animations:
  Anti-Mage
  Axe
  Beastmaster
  Broodmother
  Clinkz
  Death Prophet
  Doom
  Enigma
  Lina
  Sand King
  Shadow Shaman
  Skeleton King
  Venomancer   Anti-Mage   Axe   Beastmaster   Broodmother   Clinkz   Death Prophet   Doom   Enigma   Lina   Sand King   Shadow Shaman   Skeleton King   Venomancer  The following heroes received chase animations:
  Anti-Mage
  Axe
  Beastmaster
  Broodmother
  Death Prophet
  Doom
  Enigma
  Sand King
  Shadow Shaman
  Skeleton King
  Venomancer   Anti-Mage   Axe   Beastmaster   Broodmother   Death Prophet   Doom   Enigma   Sand King   Shadow Shaman   Skeleton King   Venomancer  Added textures on the map to indicate 4 suggested ward locations  A kill-cam of sorts is now activated by default (previously only available through console commands).  Numerous visual updates to the map (Dire side now has themed background creatures).  Heroes in the Learn tab now give responses when clicked on.",2012-02-16,dota2
815," Added  Clinkz!   Invoker
 Added Legacy Key support for Invoker.
 Fixed Invoker's Quas, Wex, and Exort not giving Invoker bonus stats properly when upgraded.
 Fixed Invoker's Invoke to properly swap the invoked abilities in the 1st and 2nd slots if the spell already existing in the 2nd slot is invoked again.
 Fixed Cold Snap not being castable on Roshan
 Fixed EMP cast range
 Enabled Invoker in CM  Added Legacy Key support for Invoker.  Fixed Invoker's Quas, Wex, and Exort not giving Invoker bonus stats properly when upgraded.  Fixed Invoker's Invoke to properly swap the invoked abilities in the 1st and 2nd slots if the spell already existing in the 2nd slot is invoked again.  Fixed Cold Snap not being castable on Roshan  Fixed EMP cast range  Enabled Invoker in CM   Batrider
 Fixed Sticky Napalm triggering off of Orb of Venom  Fixed Sticky Napalm triggering off of Orb of Venom   Silencer
 Fixed Glaives of Wisdom being usable while silenced  Fixed Glaives of Wisdom being usable while silenced  Lane creeps will now stand still if they become unable to attack, such as when hit by Invoker's Deafening Blast, instead of charging past enemy creeps and towers.  Fixed gold-transfer hack, the sellback cooldown is now reset when combining stacks where the items have different owners.  Made chat messages HTML safe.  Fixed some buttons in the hero selector being broken after playing in a CM game.  Added a chat -ping command  No patch notes.  Fixed players being able to play as Gyrocopter, Bane, Lanaya and Phantom Assassin  Fixed bots playing as Bane",2012-01-26,dota2
816,"  Batrider
 Fixed Sticky Napalm triggering off of Orb of Venom.  Fixed Sticky Napalm triggering off of Orb of Venom.   Invoker
 Fixed Invoker's Quas, Wex, and Exort not giving Invoker bonus stats when upgraded.
 Fixed Invoker's Invoke to properly swap the invoked abilities if the new spell already exists.
 Fixed Cold Snap not being castable on Roshan.
 Fixed EMP cast range.  Fixed Invoker's Quas, Wex, and Exort not giving Invoker bonus stats when upgraded.  Fixed Invoker's Invoke to properly swap the invoked abilities if the new spell already exists.  Fixed Cold Snap not being castable on Roshan.  Fixed EMP cast range.   Silencer
 Fixed Glaives of Wisdom being usable while silenced.  Fixed Glaives of Wisdom being usable while silenced.",2012-01-20,dota2
817," Enabled  Invoker!   Bloodseeker
 Fixed Rupture not hurting heroes when they blink.  Fixed Rupture not hurting heroes when they blink.   Bounty Hunter
 Fixed Track ignoring Linken's Sphere.  Fixed Track ignoring Linken's Sphere.   Morphling
 Fixed Morph removing Curse of the Silent.  Fixed Morph removing Curse of the Silent.   Puck
 Fixed Ethereal Jaunt from triggering Last Word/Magic Stick.
 Fixed Phase Shift autocasting if you were already stunned before.
 Fixed being able to move in certain situations while auto-casting Phase Shift.  Fixed Ethereal Jaunt from triggering Last Word/Magic Stick.  Fixed Phase Shift autocasting if you were already stunned before.  Fixed being able to move in certain situations while auto-casting Phase Shift.   Silencer
 Fixed being unable to steal Int from dying magic immune heroes.
 Fixed Last Word silencing invulnerable units.
 Fixed stealing intelligence from Reincarnating heroes.
 Fixed Global Silence silencing only heroes.  Fixed being unable to steal Int from dying magic immune heroes.  Fixed Last Word silencing invulnerable units.  Fixed stealing intelligence from Reincarnating heroes.  Fixed Global Silence silencing only heroes.   Spirit Breaker
 Fixed Charge of Darkness picking units that are invisible or in the fow when it tries to find a new target.
 Fixed Charge of Darkness ignoring Hex.
 Fixed Greater Bash working with illusions
 Fixed Greater Bash bonus damage working on Towers, Wards and Denies
 Fixed Charge of Darkness and Greater Bash going through Magic Immunity  Fixed Charge of Darkness picking units that are invisible or in the fow when it tries to find a new target.  Fixed Charge of Darkness ignoring Hex.  Fixed Greater Bash working with illusions  Fixed Greater Bash bonus damage working on Towers, Wards and Denies  Fixed Charge of Darkness and Greater Bash going through Magic Immunity   Storm Spirit
 Fixed Ball Lightning costing draining more mana if you cast it again while still in it.  Fixed Ball Lightning costing draining more mana if you cast it again while still in it.   Tiny
 Ultimate Scepter upgrade is now enabled.
 Fixed Toss damaging allied units.  Ultimate Scepter upgrade is now enabled.  Fixed Toss damaging allied units.  Fixed Dagon int bonus being off by 1.  Fixed Arcane Boots giving 300 mana instead of 250.  Fixed night vision radius being a little smaller than intended.  Standing right next to a tree no longer removes its vision obstruction.  Enabled  Silencer and  Spirit Breaker in Captain's Mode.  Fixed Healing Ward and Windrunner auras' sticky durations to 2.5 seconds.  Fixed Dagon's incorrect intelligence bonus values.  Fixed Heaven's Halberd's disarm allowing attack-spells to be cast through it.  Fixed Orchid using the old values at the new price.  Fixed Pipe not costing any mana.  Fixed Flying Courier HP not being upgraded after the last update  Added Steam avatars to the dashboard.  Added Dota Profile page to the main menu, showing your personal match history, commendations and most successful heroes.  Fixed a bug where your control could be lost if you were selecting an enchanted/converted unit. It now goes back to your hero.  Party area of miniprofile now uses Steam avatars.  Party area of miniprofile now shows rich presence for friends  Party area of miniprofile now shows ""View Steam Profile"" link for non-friends  Party chat channel automatically gets focus when you join a party  Added a '*' to channel tabs with pending messages  Fixed being able to sell back an item for full price if it was combined using an item that had an active ability.  Added spacebar to pause games during replays.  Fixed clicking on the minimap border and then dragging into the minimap resulting in the camera getting stuck to the cursor.  Chat channels now get deleted if the last member in the channel goes offline.  Fixed clicking on blank space in the UI sending move orders to invalid locations.  Default private lobby version is now Tournament Mode.  When player names draw they now draw with player color instead of white.  Added leave party button in mini profile.  Now when attempting to cast-attack a target while hard disarmed, the error message ""Can't Attack"" will appear when you reach attack range of the target.  Holding <ALT> now spotlights your hero.  Illusions now copy the number of charges in source unit's inventory items.  Fixed Courier purchase having no cooldown (now 7 seconds, primarily for accidental purchases early on).  Fixed bots repurchasing a courier when their courier died.  Fixed a case where bots would buy duplicate flying courier recipes.  Improved  Earthshaker bot's Echoslam logic -* he'll now search for optimal places to Blink + Echoslam.  Made bots better about detecting attacking units without cheating and detecting other units' right-clicks.  Fixed  Windranger's buildout which broke due to the new Orchid recipe build. Also added force staff to her build.  Modified hero selection portraits of the following heroes:[1][2]
  Crystal Maiden
  Bloodseeker   Crystal Maiden   Bloodseeker  Added injured-animation for  Lifestealer[1][3]  Added strings for Lycan Wolf[1]  Updated textures for  Magnus,  Clinkz.[1]  Added taunt-animations for  Kunkka[1]  Added an unused model labelled Roshan's Aegis.[1]  Added alternate attack animations for the following heroes:
  Witch Doctor
  Beastmaster   Witch Doctor   Beastmaster",2012-01-19,dota2
818,"  Alchemist
 Chemical Rage Base Attack Time reduced from 1.45/1.35/1.2 to 1.45/1.3/1.15.
 Goblin's Greed bonus gold limit increased from 18 to 26.  Chemical Rage Base Attack Time reduced from 1.45/1.35/1.2 to 1.45/1.3/1.15.  Goblin's Greed bonus gold limit increased from 18 to 26.   Anti-Mage
 Anti-Mage: Reverted the 6.72 Base Attack Time improvement, BAT from 1.35 to 1.45.
 Anti-Mage: Armor reduced by 1.  Anti-Mage: Reverted the 6.72 Base Attack Time improvement, BAT from 1.35 to 1.45.  Anti-Mage: Armor reduced by 1.   Axe
 Aghanim's Culling Blade cooldown from 10 to 6.
 Base Int from 14 to 18.
 Base HP regeneration from 1.25 to 2.
 Battle Hunger gives Axe a 4% bonus movement speed per target it affects.
 Berserker's Call cooldown from 14 to 10.
 Counter Helix damage increased from 100/125/150/175 to 100/130/160/190.
 Counter Helix proc cooldown decreased from 0.7/0.65/0.6/0.55 to 0.65/0.6/0.55/0.5.
 If Culling Blade kills a unit, Axe unleashes a war cry, giving nearby allied units (600 AoE) a temporary movement bonus (25% for 6 seconds).  Aghanim's Culling Blade cooldown from 10 to 6.  Base Int from 14 to 18.  Base HP regeneration from 1.25 to 2.  Battle Hunger gives Axe a 4% bonus movement speed per target it affects.  Berserker's Call cooldown from 14 to 10.  Counter Helix damage increased from 100/125/150/175 to 100/130/160/190.  Counter Helix proc cooldown decreased from 0.7/0.65/0.6/0.55 to 0.65/0.6/0.55/0.5.  If Culling Blade kills a unit, Axe unleashes a war cry, giving nearby allied units (600 AoE) a temporary movement bonus (25% for 6 seconds).   Bloodseeker
 Thirst no longer partially reveals invisible heroes below 40% health.
 Thirst now fully reveals invisible heroes below 20% health.
 Rupture duration improved from 5/7/9 to 7/8/9.
 Rupture cooldown now scales from 70 to 70/60/50.  Thirst no longer partially reveals invisible heroes below 40% health.  Thirst now fully reveals invisible heroes below 20% health.  Rupture duration improved from 5/7/9 to 7/8/9.  Rupture cooldown now scales from 70 to 70/60/50.   Bounty Hunter
 Track gold bonus for Bounty Hunter increased from 75/150/225 to 150/200/250.  Track gold bonus for Bounty Hunter increased from 75/150/225 to 150/200/250.   Dark Seer
 Ion Shell duration increased from 15 to 20.
 Ion Shell AoE from increased 225 to 250.
 Ion Shell cooldown increased from 7 to 10.
 Ion Shell damage increased from 30/45/60/75 to 30/50/70/90.
 Wall of Replica illusions are now semi-transparent to enemy players.  Ion Shell duration increased from 15 to 20.  Ion Shell AoE from increased 225 to 250.  Ion Shell cooldown increased from 7 to 10.  Ion Shell damage increased from 30/45/60/75 to 30/50/70/90.  Wall of Replica illusions are now semi-transparent to enemy players.   Doom
 Scorched Earth duration increased from 8/10/12/14 to 10/12/14/16.  Scorched Earth duration increased from 8/10/12/14 to 10/12/14/16.   Dragon Knight
 While in Dragon form Dragon Tail's cast range increased from 150 to 400.  While in Dragon form Dragon Tail's cast range increased from 150 to 400.   Drow Ranger
 Base Agility increased by 4.  Base Agility increased by 4.   Enchantress
 Movement speed from 305 to 310.  Movement speed from 305 to 310.   Nature's Prophet
 Wrath of Nature cooldown rescaled from 90/60/60 to 90/75/60.  Wrath of Nature cooldown rescaled from 90/60/60 to 90/75/60.   Jakiro
 Ice Path cooldown decreased from 16/15/14/13 to 12/11/10/9.
 Macropyre duration increased from 5 to 7 seconds.  Ice Path cooldown decreased from 16/15/14/13 to 12/11/10/9.  Macropyre duration increased from 5 to 7 seconds.   Juggernaut
 Omnislash random damage improved from 150-250 to 175-250.
 Omnislash hit count increased from 3/5/8 (5/7/10 aghanim) to 3/6/9 (6/9/12 aghanim).  Omnislash random damage improved from 150-250 to 175-250.  Omnislash hit count increased from 3/5/8 (5/7/10 aghanim) to 3/6/9 (6/9/12 aghanim).   Kunkka
 Strength growth increased from 2.7 to 3.0.
 Ghost Ship's CoCo's Rum duration increased from 5/6/7 to 8.
 Tidebringer cleave AoE improved from 380/420/460/500 to 500.
 Torrent slow increased from 30 to 35%.
 X Marks The Spot cooldown decreased from 30 to 20 seconds.  Strength growth increased from 2.7 to 3.0.  Ghost Ship's CoCo's Rum duration increased from 5/6/7 to 8.  Tidebringer cleave AoE improved from 380/420/460/500 to 500.  Torrent slow increased from 30 to 35%.  X Marks The Spot cooldown decreased from 30 to 20 seconds.   Death Prophet
 Witchcraft movement speed increased from 3/6/9/12% to 4/8/12/16%.  Witchcraft movement speed increased from 3/6/9/12% to 4/8/12/16%.   Skeleton King
 Reincarnation slow duration increased from 3 to 4 seconds.
 Reincarnation cooldown decreased from 300/220/140 to 260/160/60.  Reincarnation slow duration increased from 3 to 4 seconds.  Reincarnation cooldown decreased from 300/220/140 to 260/160/60.   Leshrac
 Movement speed increased from 310 to 315.
 Pulse Nova AoE increased from 400 to 450.  Movement speed increased from 310 to 315.  Pulse Nova AoE increased from 400 to 450.   Lich
 Added a 0.2 second buffer time between Chain Frost bounces.  Added a 0.2 second buffer time between Chain Frost bounces.   Lina
 Base intelligence increased by 3.
 Dragon Slave travel distance increased by 100.
 Dragon Slave final AoE increased from 125 to 150.  Base intelligence increased by 3.  Dragon Slave travel distance increased by 100.  Dragon Slave final AoE increased from 125 to 150.   Lion
 Mana Drain level 4 increased from 100 to 120 per second.
 Mana Drain now drains at 0.25 second intervals instead of 1 second (596884).  Mana Drain level 4 increased from 100 to 120 per second.  Mana Drain now drains at 0.25 second intervals instead of 1 second (596884).   Mirana
 Fixed Arrow damaging but not stunning invisible units.  Fixed Arrow damaging but not stunning invisible units.   Morphling
 Base agility increased by 5.
 Adaptive strike cooldown decreased from 20 to 10.  Base agility increased by 5.  Adaptive strike cooldown decreased from 20 to 10.   Necrophos
 Death Pulse AoE increased from 375/425/450/475 to 475.
 Heartstopper damage increased from 0.4/0.6/0.8/1.0% to 0.5/0.7/0.9/1.1%.
 Sadist level 4 now restores 600 mana if you kill a hero.  Death Pulse AoE increased from 375/425/450/475 to 475.  Heartstopper damage increased from 0.4/0.6/0.8/1.0% to 0.5/0.7/0.9/1.1%.  Sadist level 4 now restores 600 mana if you kill a hero.   Pudge
 Flesh Heap now has a overhead notification when strength is gained.  Flesh Heap now has a overhead notification when strength is gained.   Pugna
 Life Drain damage increased from 95/140/185 to 100/150/200 (and Scepter from 150/200/250 to 175/225/275).
 Life Drain duration increased from 9 to 10 seconds.  Life Drain damage increased from 95/140/185 to 100/150/200 (and Scepter from 150/200/250 to 175/225/275).  Life Drain duration increased from 9 to 10 seconds.   Queen of Pain
 Base damage increased by 4.
 Scream of Pain AoE increased from 400/425/450/475 to 475.  Base damage increased by 4.  Scream of Pain AoE increased from 400/425/450/475 to 475.   Razor
 Static Link duration, after it finishes draining, increased from 13 to 18.
 Static Link cooldown rescaled from 35/30/25/20 to 25.  Static Link duration, after it finishes draining, increased from 13 to 18.  Static Link cooldown rescaled from 35/30/25/20 to 25.   Sand King
 Epicenter's slow is no longer blocked by magic immunity.
 Caustic Finale buff duration increased from 2 to 8 seconds.  Epicenter's slow is no longer blocked by magic immunity.  Caustic Finale buff duration increased from 2 to 8 seconds.   Shadow Fiend
 Movement speed increased from 300 to 305.
 Agility growth increased from 2.4 to 2.9.
 Necromancy soul cap increased from 8/15/23/30 to 8/16/24/32.  Movement speed increased from 300 to 305.  Agility growth increased from 2.4 to 2.9.  Necromancy soul cap increased from 8/15/23/30 to 8/16/24/32.   Sniper
 Shrapnel AoE increased from 325 to 350.  Shrapnel AoE increased from 325 to 350.   Spectre
 Dispersion damage no longer disables items like Blink Dagger.  Dispersion damage no longer disables items like Blink Dagger.   Riki
 Backstab damage bonus increased from 0.25/0.5/0.75/1.0 to 0.5/0.75/1.0/1.25 of agility.  Backstab damage bonus increased from 0.25/0.5/0.75/1.0 to 0.5/0.75/1.0/1.25 of agility.   Storm Spirit
 Overload bonus damage increased from 30/45/60/75 to 30/50/70/90.  Overload bonus damage increased from 30/45/60/75 to 30/50/70/90.   Sven
 Great Cleave increased from 20/30/40/50% to 30/40/50/60%.
 God's Strength is no longer purgeable.
 God's Strength damage buff increased from 100/125/150% to 100/140/180%.
 Warcry duration increased from 6 to 8 seconds.
 Warcry cast time removed.  Great Cleave increased from 20/30/40/50% to 30/40/50/60%.  God's Strength is no longer purgeable.  God's Strength damage buff increased from 100/125/150% to 100/140/180%.  Warcry duration increased from 6 to 8 seconds.  Warcry cast time removed.   Tinker
 Laser's miss duration increased from 2 to 3 seconds.  Laser's miss duration increased from 2 to 3 seconds.   Ursa
 Armor increased by 1.
 Enrage damage increased from 4/5/6% to 5/6/7% of current HP.
 Earthshock AoE increased from 365 to 385.
